Mod:Item:MetaData, Localized Name
hbm:item.rod_zirnox:7, Топливный стержень Цирнокс (Уран-235)
hbm:item.rod_zirnox:8, Топливный стержень Цирнокс (Низкообогащённый шрабидий)
hbm:item.rod_zirnox:9, Стержень Цирнокс (Литий)
hbm:item.rod_zirnox:10, Топливный стержень Цирнокс (ЦБР МОКС)
hbm:item.rod_zirnox_natural_uranium_fuel_depleted, Обеднённый топливный стержень Цирнокс (Природный уран)
hbm:item.rod_zirnox_uranium_fuel_depleted, Обеднённый топливный стержень Цирнокс (Топливный уран)
hbm:item.rod_zirnox_thorium_fuel_depleted, Обеднённый топливный стержень Цирнокс (Топливный торий)
hbm:item.rod_zirnox_mox_fuel_depleted, Обеднённый топливный стержень Цирнокс (МОКС)
hbm:item.rod_zirnox_plutonium_fuel_depleted, Обеднённый топливный стержень Цирнокс (Топливный плутоний)
hbm:item.rod_zirnox_u233_fuel_depleted, Обеднённый топливный стержень Цирнокс (Уран-233)
hbm:item.rod_zirnox_u235_fuel_depleted, Обеднённый топливный стержень Цирнокс (Уран-235)
hbm:item.rod_zirnox_les_fuel_depleted, Обеднённый топливный стержень Цирнокс (Низкообогащённый шрабидий)
hbm:item.rod_zirnox_zfb_mox_depleted, Обеднённый топливный стержень Цирнокс (ЦБР МОКС)
hbm:item.waste_natural_uranium:0, Обеднённое топливо (Природный уран)
hbm:item.waste_natural_uranium:1, Обеднённое топливо (Природный уран)
hbm:item.waste_uranium:0, Обеднённое топливо (Топливный уран)
hbm:item.waste_uranium:1, Обеднённое топливо (Топливный уран)
hbm:item.waste_thorium:0, Обеднённое топливо (Топливный торий)
hbm:item.waste_thorium:1, Обеднённое топливо (Топливный торий)
hbm:item.waste_mox:0, Обеднённое топливо (МОКС)
hbm:item.waste_mox:1, Обеднённое топливо (МОКС)
hbm:item.waste_plutonium:0, Обеднённое топливо (Топливный плутоний)
hbm:item.waste_plutonium:1, Обеднённое топливо (Топливный плутоний)
hbm:item.waste_u233:0, Обеднённое топливо (Уран-233)
hbm:item.waste_u233:1, Обеднённое топливо (Уран-233)
hbm:item.waste_u235:0, Обеднённое топливо (Уран-235)
hbm:item.waste_u235:1, Обеднённое топливо (Уран-235)
hbm:item.waste_schrabidium:0, Обеднённое топливо (Шрабидий)
hbm:item.waste_schrabidium:1, Обеднённое топливо (Шрабидий)
hbm:item.waste_zfb_mox:0, Обеднённое топливо (ЦБР МОКС)
hbm:item.waste_zfb_mox:1, Обеднённое топливо (ЦБР МОКС)
hbm:item.waste_plate_u233:0, Обеднённая топливная пластина (Высокообогащённый уран-233)
hbm:item.waste_plate_u233:1, Обеднённая топливная пластина (Высокообогащённый уран-233)
hbm:item.waste_plate_u235:0, Обеднённая топливная пластина (Высокообогащённый уран-235)
hbm:item.waste_plate_u235:1, Обеднённая топливная пластина (Высокообогащённый уран-235)
hbm:item.waste_plate_mox:0, Depleted MOX Plate Fuel
hbm:item.waste_plate_mox:1, Depleted MOX Plate Fuel
hbm:item.waste_plate_pu239:0, Обеднённая топливная пластина (Высокообогащённый плутоний-239)
hbm:item.waste_plate_pu239:1, Обеднённая топливная пластина (Высокообогащённый плутоний-239)
hbm:item.waste_plate_ra226be:0, Обеднённая топливная пластина (Радий-226-бериллий)
hbm:item.waste_plate_ra226be:1, Обеднённая топливная пластина (Радий-226-бериллий)
hbm:item.waste_plate_sa326:0, Обеднённая топливная пластина (Высокообогащённый шрабидий-326)
hbm:item.waste_plate_sa326:1, Обеднённая топливная пластина (Высокообогащённый шрабидий-326)
hbm:item.waste_plate_pu238be:0, Обеднённая топливная пластина (Плутоний-238-бериллий)
hbm:item.waste_plate_pu238be:1, Обеднённая топливная пластина (Плутоний-238-бериллий)
hbm:item.pile_rod_uranium, Урановый стержень "Чикагской поленницы"
hbm:item.pile_rod_pu239, Урановый стержень-размножитель "Чикагской поленницы"
hbm:item.pile_rod_plutonium, Плутониевый стержень "Чикагской поленницы"
hbm:item.pile_rod_source, Радий-226-Бериллевый источник нейтронов "Чикагской поленницы"
hbm:item.pile_rod_boron, Контрольный стержень "Чикагской поленницы"
hbm:item.pile_rod_lithium, Литиевая ячейка "Чикагской поленницы"
hbm:item.pile_rod_detector, Регулирующий и детектирующий стержень "Чикагской поленницы"
hbm:item.plate_fuel_u233, Топливная пластина (Высокообогащённый уран-233)
hbm:item.plate_fuel_u235, Топливная пластина (Высокообогащённый уран-235)
hbm:item.plate_fuel_mox, Топливная пластина (МОКС)
hbm:item.plate_fuel_pu239, Топливная пластина (Высокообогащённый плутоний-239)
hbm:item.plate_fuel_sa326, Топливная пластина (Высокообогащённый шрабидий-326)
hbm:item.plate_fuel_ra226be, Топливная пластина (Радий-226-бериллий)
hbm:item.plate_fuel_pu238be, Топливная пластина (Плутоний-238-бериллий)
hbm:item.pwr_fuel:0, Топливный стержень ВВЭР (Среднеобогащённый уран)
hbm:item.pwr_fuel:1, Топливный стержень ВВЭР (Высокообогащённый уран-233)
hbm:item.pwr_fuel:2, Топливный стержень ВВЭР (Высокообогащённый уран-235)
hbm:item.pwr_fuel:3, Топливный стержень ВВЭР (Среднеобогащённый нептуний)
hbm:item.pwr_fuel:4, Топливный стержень ВВЭР (Высокообогащённый нептуний-237)
hbm:item.pwr_fuel:5, Топливный стержень ВВЭР (МОКС)
hbm:item.pwr_fuel:6, Топливный стержень ВВЭР (Среднеобогащённый плутоний)
hbm:item.pwr_fuel:7, Топливный стержень ВВЭР (Высокообогащённый плутоний-239)
hbm:item.pwr_fuel:8, Топливный стержень ВВЭР (Высокообогащённый плутоний-241)
hbm:item.pwr_fuel:9, Топливный стержень ВВЭР (Среднеобогащённый америций-242)
hbm:item.pwr_fuel:10, Топливный стержень ВВЭР (Высокообогащённый америций-242)
hbm:item.pwr_fuel:11, Топливный стержень ВВЭР (Высокообогащённый шрабидий-326)
hbm:item.pwr_fuel:12, Топливный стержень ВВЭР (Высокообогащённый шрабидий-327)
hbm:item.pwr_fuel:13, Топливный стержень ВВЭР (Реакторный америций ВБР)
hbm:item.pwr_fuel:14, Топливный стержень ВВЭР (Плутоний-241 ВБР)
hbm:item.pwr_fuel_hot:0, Горячий топливный стержень ВВЭР (Среднеобогащённый уран)
hbm:item.pwr_fuel_hot:1, Горячий топливный стержень ВВЭР (Высокообогащённый уран-233)
hbm:item.pwr_fuel_hot:2, Горячий топливный стержень ВВЭР (Высокообогащённый уран-235)
hbm:item.pwr_fuel_hot:3, Горячий топливный стержень ВВЭР (Среднеобогащённый нептуний)
hbm:item.pwr_fuel_hot:4, Горячий топливный стержень ВВЭР (Высокообогащённый нептуний-237)
hbm:item.pwr_fuel_hot:5, Горячий топливный стержень ВВЭР (МОКС)
hbm:item.pwr_fuel_hot:6, Горячий топливный стержень ВВЭР (Среднеобогащённый плутоний)
hbm:item.pwr_fuel_hot:7, Горячий топливный стержень ВВЭР (Высокообогащённый плутоний-239)
hbm:item.pwr_fuel_hot:8, Горячий топливный стержень ВВЭР (Высокообогащённый плутоний-241)
hbm:item.pwr_fuel_hot:9, Горячий топливный стержень ВВЭР (Среднеобогащённый америций-242)
hbm:item.pwr_fuel_hot:10, Горячий топливный стержень ВВЭР (Высокообогащённый америций-242)
hbm:item.pwr_fuel_hot:11, Горячий топливный стержень ВВЭР (Высокообогащённый шрабидий-326)
hbm:item.pwr_fuel_hot:12, Горячий топливный стержень ВВЭР (Высокообогащённый шрабидий-327)
hbm:item.pwr_fuel_hot:13, Горячий топливный стержень ВВЭР (Реакторный америций ВБР)
hbm:item.pwr_fuel_hot:14, Горячий топливный стержень ВВЭР (Плутоний-241 ВБР)
hbm:item.pwr_fuel_depleted:0, Обеднённый топливный стержень ВВЭР (Среднеобогащённый уран)
hbm:item.pwr_fuel_depleted:1, Обеднённый топливный стержень ВВЭР (Высокообогащённый уран-233)
hbm:item.pwr_fuel_depleted:2, Обеднённый топливный стержень ВВЭР (Высокообогащённый уран-235)
hbm:item.pwr_fuel_depleted:3, Обеднённый топливный стержень ВВЭР (Среднеобогащённый нептуний)
hbm:item.pwr_fuel_depleted:4, Обеднённый топливный стержень ВВЭР (Высокообогащённый нептуний-237)
hbm:item.pwr_fuel_depleted:5, Обеднённый топливный стержень ВВЭР (МОКС)
hbm:item.pwr_fuel_depleted:6, Обеднённый топливный стержень ВВЭР (Среднеобогащённый плутоний)
hbm:item.pwr_fuel_depleted:7, Обеднённый топливный стержень ВВЭР (Высокообогащённый плутоний-239)
hbm:item.pwr_fuel_depleted:8, Обеднённый топливный стержень ВВЭР (Высокообогащённый плутоний-241)
hbm:item.pwr_fuel_depleted:9, Обеднённый топливный стержень ВВЭР (Среднеобогащённый америций-242)
hbm:item.pwr_fuel_depleted:10, Обеднённый топливный стержень ВВЭР (Высокообогащённый америций-242)
hbm:item.pwr_fuel_depleted:11, Обеднённый топливный стержень ВВЭР (Высокообогащённый шрабидий-326)
hbm:item.pwr_fuel_depleted:12, Обеднённый топливный стержень ВВЭР (Высокообогащённый шрабидий-327)
hbm:item.pwr_fuel_depleted:13, Обеднённый топливный стержень ВВЭР (Реакторный америций ВБР)
hbm:item.pwr_fuel_depleted:14, Обеднённый топливный стержень ВВЭР (Плутоний-241 ВБР)
hbm:item.pwr_printer, Слайсер ВВЭР
hbm:item.rbmk_lid, Покрывающая панель РБМК
hbm:item.rbmk_lid_glass, Стеклянная покрывающая панель РБМК
hbm:item.rbmk_fuel_empty, Топливный стержень РБМК (Пустой)
hbm:item.rbmk_fuel_ueu, Топливный стержень РБМК (Необогащённый уран)
hbm:item.rbmk_fuel_meu, Топливный стержень РБМК (Среднеобогащённый уран)
hbm:item.rbmk_fuel_heu233, Топливный стержень РБМК (Высокообогащённый уран-233)
hbm:item.rbmk_fuel_heu235, Топливный стержень РБМК (Высокообогащённый уран-235)
hbm:item.rbmk_fuel_uzh, Топливный стержень РБМК (Урано-цирконий водород)
hbm:item.rbmk_fuel_thmeu, Топливный стержень РБМК (Среднеобогащённый торий-уран)
hbm:item.rbmk_fuel_lep, Топливный стержень РБМК (Низкообогащённый плутоний-239)
hbm:item.rbmk_fuel_mep, Топливный стержень РБМК (Среднеобогащённый плутоний-239)
hbm:item.rbmk_fuel_hep, Топливный стержень РБМК (Высокообогащённый плутоний-239)
hbm:item.rbmk_fuel_hep241, Топливный стержень РБМК (Высокообогащённый плутоний-241)
hbm:item.rbmk_fuel_lea, Топливный стержень РБМК (Низкообогащённый америций)
hbm:item.rbmk_fuel_mea, Топливный стержень РБМК (Среднеобогащённый америций)
hbm:item.rbmk_fuel_hea241, Топливный стержень РБМК (Высокообогащённый америций-241)
hbm:item.rbmk_fuel_hea242, Топливный стержень РБМК (Высокообогащённый америций-242)
hbm:item.rbmk_fuel_men, Топливный стержень РБМК (Среднеобогащённый нептуний)
hbm:item.rbmk_fuel_hen, Топливный стержень РБМК (Высокообогащённый нептуний)
hbm:item.rbmk_fuel_mox, Топливный стержень РБМК (МОКС)
hbm:item.rbmk_fuel_les, Топливный стержень РБМК (Низкообогащённый шрабидий)
hbm:item.rbmk_fuel_mes, Топливный стержень РБМК (Среднеобогащённый шрабидий)
hbm:item.rbmk_fuel_hes, Топливный стержень РБМК (Высокообогащённый шрабидий)
hbm:item.rbmk_fuel_leaus, Топливный стержень РБМК (Низкообогащённый австралий)
hbm:item.rbmk_fuel_heaus, Топливный стержень РБМК (Высокообогащённый австралий)
hbm:item.rbmk_fuel_po210be, Стержень с источником нейтронов РБМК (Полоний-210-бериллий)
hbm:item.rbmk_fuel_ra226be, Стержень с источником нейтронов РБМК (Радий-226-бериллий)
hbm:item.rbmk_fuel_pu238be, Стержень с источником нейтронов РБМК (Плутоний-238-бериллий)
hbm:item.rbmk_fuel_balefire_gold, Топливный стержень РБМК (Флэшголд)
hbm:item.rbmk_fuel_flashlead, Топливный стержень РБМК (Флэшлид)
hbm:item.rbmk_fuel_balefire, Топливный стержень РБМК (Жар-пламя)
hbm:item.rbmk_fuel_zfb_bismuth, Топливный стержень РБМК (Висмут ЦБР)
hbm:item.rbmk_fuel_zfb_pu241, Топливный стержень РБМК (Плутоний-241 ЦБР)
hbm:item.rbmk_fuel_zfb_am_mix, Топливный стержень РБМК (Реакторный америций ЦБР)
hbm:item.rbmk_fuel_drx, §cТопливный стержень РБМК (Дигамма)§r
hbm:item.rbmk_fuel_test, item.rbmk_fuel_test.name
hbm:item.rbmk_pellet_ueu:0, Топливная пеллета (Необогащённый уран)
hbm:item.rbmk_pellet_ueu:1, Топливная пеллета (Необогащённый уран)
hbm:item.rbmk_pellet_ueu:2, Топливная пеллета (Необогащённый уран)
hbm:item.rbmk_pellet_ueu:3, Топливная пеллета (Необогащённый уран)
hbm:item.rbmk_pellet_ueu:4, Топливная пеллета (Необогащённый уран)
hbm:item.rbmk_pellet_ueu:5, Топливная пеллета (Необогащённый уран)
hbm:item.rbmk_pellet_ueu:6, Топливная пеллета (Необогащённый уран)
hbm:item.rbmk_pellet_ueu:7, Топливная пеллета (Необогащённый уран)
hbm:item.rbmk_pellet_ueu:8, Топливная пеллета (Необогащённый уран)
hbm:item.rbmk_pellet_ueu:9, Топливная пеллета (Необогащённый уран)
hbm:item.rbmk_pellet_meu:0, Топливная пеллета (Среднеобогащённый уран)
hbm:item.rbmk_pellet_meu:1, Топливная пеллета (Среднеобогащённый уран)
hbm:item.rbmk_pellet_meu:2, Топливная пеллета (Среднеобогащённый уран)
hbm:item.rbmk_pellet_meu:3, Топливная пеллета (Среднеобогащённый уран)
hbm:item.rbmk_pellet_meu:4, Топливная пеллета (Среднеобогащённый уран)
hbm:item.rbmk_pellet_meu:5, Топливная пеллета (Среднеобогащённый уран)
hbm:item.rbmk_pellet_meu:6, Топливная пеллета (Среднеобогащённый уран)
hbm:item.rbmk_pellet_meu:7, Топливная пеллета (Среднеобогащённый уран)
hbm:item.rbmk_pellet_meu:8, Топливная пеллета (Среднеобогащённый уран)
hbm:item.rbmk_pellet_meu:9, Топливная пеллета (Среднеобогащённый уран)
hbm:item.rbmk_pellet_heu233:0, Топливная пеллета (Высокообогащённый уран-233)
hbm:item.rbmk_pellet_heu233:1, Топливная пеллета (Высокообогащённый уран-233)
hbm:item.rbmk_pellet_heu233:2, Топливная пеллета (Высокообогащённый уран-233)
hbm:item.rbmk_pellet_heu233:3, Топливная пеллета (Высокообогащённый уран-233)
hbm:item.rbmk_pellet_heu233:4, Топливная пеллета (Высокообогащённый уран-233)
hbm:item.rbmk_pellet_heu233:5, Топливная пеллета (Высокообогащённый уран-233)
hbm:item.rbmk_pellet_heu233:6, Топливная пеллета (Высокообогащённый уран-233)
hbm:item.rbmk_pellet_heu233:7, Топливная пеллета (Высокообогащённый уран-233)
hbm:item.rbmk_pellet_heu233:8, Топливная пеллета (Высокообогащённый уран-233)
hbm:item.rbmk_pellet_heu233:9, Топливная пеллета (Высокообогащённый уран-233)
hbm:item.rbmk_pellet_heu235:0, Топливная пеллета (Высокообогащённый уран-235)
hbm:item.rbmk_pellet_heu235:1, Топливная пеллета (Высокообогащённый уран-235)
hbm:item.rbmk_pellet_heu235:2, Топливная пеллета (Высокообогащённый уран-235)
hbm:item.rbmk_pellet_heu235:3, Топливная пеллета (Высокообогащённый уран-235)
hbm:item.rbmk_pellet_heu235:4, Топливная пеллета (Высокообогащённый уран-235)
hbm:item.rbmk_pellet_heu235:5, Топливная пеллета (Высокообогащённый уран-235)
hbm:item.rbmk_pellet_heu235:6, Топливная пеллета (Высокообогащённый уран-235)
hbm:item.rbmk_pellet_heu235:7, Топливная пеллета (Высокообогащённый уран-235)
hbm:item.rbmk_pellet_heu235:8, Топливная пеллета (Высокообогащённый уран-235)
hbm:item.rbmk_pellet_heu235:9, Топливная пеллета (Высокообогащённый уран-235)
hbm:item.rbmk_pellet_uzh:0, Топливная пеллета (Уран-циркония гидрид)
hbm:item.rbmk_pellet_uzh:1, Топливная пеллета (Уран-циркония гидрид)
hbm:item.rbmk_pellet_uzh:2, Топливная пеллета (Уран-циркония гидрид)
hbm:item.rbmk_pellet_uzh:3, Топливная пеллета (Уран-циркония гидрид)
hbm:item.rbmk_pellet_uzh:4, Топливная пеллета (Уран-циркония гидрид)
hbm:item.rbmk_pellet_uzh:5, Топливная пеллета (Уран-циркония гидрид)
hbm:item.rbmk_pellet_uzh:6, Топливная пеллета (Уран-циркония гидрид)
hbm:item.rbmk_pellet_uzh:7, Топливная пеллета (Уран-циркония гидрид)
hbm:item.rbmk_pellet_uzh:8, Топливная пеллета (Уран-циркония гидрид)
hbm:item.rbmk_pellet_uzh:9, Топливная пеллета (Уран-циркония гидрид)
hbm:item.rbmk_pellet_thmeu:0, Топливная пеллета (Торий-уран)
hbm:item.rbmk_pellet_thmeu:1, Топливная пеллета (Торий-уран)
hbm:item.rbmk_pellet_thmeu:2, Топливная пеллета (Торий-уран)
hbm:item.rbmk_pellet_thmeu:3, Топливная пеллета (Торий-уран)
hbm:item.rbmk_pellet_thmeu:4, Топливная пеллета (Торий-уран)
hbm:item.rbmk_pellet_thmeu:5, Топливная пеллета (Торий-уран)
hbm:item.rbmk_pellet_thmeu:6, Топливная пеллета (Торий-уран)
hbm:item.rbmk_pellet_thmeu:7, Топливная пеллета (Торий-уран)
hbm:item.rbmk_pellet_thmeu:8, Топливная пеллета (Торий-уран)
hbm:item.rbmk_pellet_thmeu:9, Топливная пеллета (Торий-уран)
hbm:item.rbmk_pellet_lep:0, Топливная пеллета (Низкообогащённый плутоний)
hbm:item.rbmk_pellet_lep:1, Топливная пеллета (Низкообогащённый плутоний)
hbm:item.rbmk_pellet_lep:2, Топливная пеллета (Низкообогащённый плутоний)
hbm:item.rbmk_pellet_lep:3, Топливная пеллета (Низкообогащённый плутоний)
hbm:item.rbmk_pellet_lep:4, Топливная пеллета (Низкообогащённый плутоний)
hbm:item.rbmk_pellet_lep:5, Топливная пеллета (Низкообогащённый плутоний)
hbm:item.rbmk_pellet_lep:6, Топливная пеллета (Низкообогащённый плутоний)
hbm:item.rbmk_pellet_lep:7, Топливная пеллета (Низкообогащённый плутоний)
hbm:item.rbmk_pellet_lep:8, Топливная пеллета (Низкообогащённый плутоний)
hbm:item.rbmk_pellet_lep:9, Топливная пеллета (Низкообогащённый плутоний)
hbm:item.rbmk_pellet_mep:0, Топливная пеллета (Среднеобогащённый плутоний)
hbm:item.rbmk_pellet_mep:1, Топливная пеллета (Среднеобогащённый плутоний)
hbm:item.rbmk_pellet_mep:2, Топливная пеллета (Среднеобогащённый плутоний)
hbm:item.rbmk_pellet_mep:3, Топливная пеллета (Среднеобогащённый плутоний)
hbm:item.rbmk_pellet_mep:4, Топливная пеллета (Среднеобогащённый плутоний)
hbm:item.rbmk_pellet_mep:5, Топливная пеллета (Среднеобогащённый плутоний)
hbm:item.rbmk_pellet_mep:6, Топливная пеллета (Среднеобогащённый плутоний)
hbm:item.rbmk_pellet_mep:7, Топливная пеллета (Среднеобогащённый плутоний)
hbm:item.rbmk_pellet_mep:8, Топливная пеллета (Среднеобогащённый плутоний)
hbm:item.rbmk_pellet_mep:9, Топливная пеллета (Среднеобогащённый плутоний)
hbm:item.rbmk_pellet_hep239:0, Топливная пеллета (Высокообогащённый плутоний-239)
hbm:item.rbmk_pellet_hep239:1, Топливная пеллета (Высокообогащённый плутоний-239)
hbm:item.rbmk_pellet_hep239:2, Топливная пеллета (Высокообогащённый плутоний-239)
hbm:item.rbmk_pellet_hep239:3, Топливная пеллета (Высокообогащённый плутоний-239)
hbm:item.rbmk_pellet_hep239:4, Топливная пеллета (Высокообогащённый плутоний-239)
hbm:item.rbmk_pellet_hep239:5, Топливная пеллета (Высокообогащённый плутоний-239)
hbm:item.rbmk_pellet_hep239:6, Топливная пеллета (Высокообогащённый плутоний-239)
hbm:item.rbmk_pellet_hep239:7, Топливная пеллета (Высокообогащённый плутоний-239)
hbm:item.rbmk_pellet_hep239:8, Топливная пеллета (Высокообогащённый плутоний-239)
hbm:item.rbmk_pellet_hep239:9, Топливная пеллета (Высокообогащённый плутоний-239)
hbm:item.rbmk_pellet_hep241:0, Топливная пеллета (Высокообогащённый плутоний-241)
hbm:item.rbmk_pellet_hep241:1, Топливная пеллета (Высокообогащённый плутоний-241)
hbm:item.rbmk_pellet_hep241:2, Топливная пеллета (Высокообогащённый плутоний-241)
hbm:item.rbmk_pellet_hep241:3, Топливная пеллета (Высокообогащённый плутоний-241)
hbm:item.rbmk_pellet_hep241:4, Топливная пеллета (Высокообогащённый плутоний-241)
hbm:item.rbmk_pellet_hep241:5, Топливная пеллета (Высокообогащённый плутоний-241)
hbm:item.rbmk_pellet_hep241:6, Топливная пеллета (Высокообогащённый плутоний-241)
hbm:item.rbmk_pellet_hep241:7, Топливная пеллета (Высокообогащённый плутоний-241)
hbm:item.rbmk_pellet_hep241:8, Топливная пеллета (Высокообогащённый плутоний-241)
hbm:item.rbmk_pellet_hep241:9, Топливная пеллета (Высокообогащённый плутоний-241)
hbm:item.rbmk_pellet_lea:0, Топливная пеллета (Низкообогащённый америций)
hbm:item.rbmk_pellet_lea:1, Топливная пеллета (Низкообогащённый америций)
hbm:item.rbmk_pellet_lea:2, Топливная пеллета (Низкообогащённый америций)
hbm:item.rbmk_pellet_lea:3, Топливная пеллета (Низкообогащённый америций)
hbm:item.rbmk_pellet_lea:4, Топливная пеллета (Низкообогащённый америций)
hbm:item.rbmk_pellet_lea:5, Топливная пеллета (Низкообогащённый америций)
hbm:item.rbmk_pellet_lea:6, Топливная пеллета (Низкообогащённый америций)
hbm:item.rbmk_pellet_lea:7, Топливная пеллета (Низкообогащённый америций)
hbm:item.rbmk_pellet_lea:8, Топливная пеллета (Низкообогащённый америций)
hbm:item.rbmk_pellet_lea:9, Топливная пеллета (Низкообогащённый америций)
hbm:item.rbmk_pellet_mea:0, Топливная пеллета (Среднеобогащённый америций)
hbm:item.rbmk_pellet_mea:1, Топливная пеллета (Среднеобогащённый америций)
hbm:item.rbmk_pellet_mea:2, Топливная пеллета (Среднеобогащённый америций)
hbm:item.rbmk_pellet_mea:3, Топливная пеллета (Среднеобогащённый америций)
hbm:item.rbmk_pellet_mea:4, Топливная пеллета (Среднеобогащённый америций)
hbm:item.rbmk_pellet_mea:5, Топливная пеллета (Среднеобогащённый америций)
hbm:item.rbmk_pellet_mea:6, Топливная пеллета (Среднеобогащённый америций)
hbm:item.rbmk_pellet_mea:7, Топливная пеллета (Среднеобогащённый америций)
hbm:item.rbmk_pellet_mea:8, Топливная пеллета (Среднеобогащённый америций)
hbm:item.rbmk_pellet_mea:9, Топливная пеллета (Среднеобогащённый америций)
hbm:item.rbmk_pellet_hea241:0, Топливная пеллета (Высокообогащённый америций-241)
hbm:item.rbmk_pellet_hea241:1, Топливная пеллета (Высокообогащённый америций-241)
hbm:item.rbmk_pellet_hea241:2, Топливная пеллета (Высокообогащённый америций-241)
hbm:item.rbmk_pellet_hea241:3, Топливная пеллета (Высокообогащённый америций-241)
hbm:item.rbmk_pellet_hea241:4, Топливная пеллета (Высокообогащённый америций-241)
hbm:item.rbmk_pellet_hea241:5, Топливная пеллета (Высокообогащённый америций-241)
hbm:item.rbmk_pellet_hea241:6, Топливная пеллета (Высокообогащённый америций-241)
hbm:item.rbmk_pellet_hea241:7, Топливная пеллета (Высокообогащённый америций-241)
hbm:item.rbmk_pellet_hea241:8, Топливная пеллета (Высокообогащённый америций-241)
hbm:item.rbmk_pellet_hea241:9, Топливная пеллета (Высокообогащённый америций-241)
hbm:item.rbmk_pellet_hea242:0, Топливная пеллета (Высокообогащённый америций-242)
hbm:item.rbmk_pellet_hea242:1, Топливная пеллета (Высокообогащённый америций-242)
hbm:item.rbmk_pellet_hea242:2, Топливная пеллета (Высокообогащённый америций-242)
hbm:item.rbmk_pellet_hea242:3, Топливная пеллета (Высокообогащённый америций-242)
hbm:item.rbmk_pellet_hea242:4, Топливная пеллета (Высокообогащённый америций-242)
hbm:item.rbmk_pellet_hea242:5, Топливная пеллета (Высокообогащённый америций-242)
hbm:item.rbmk_pellet_hea242:6, Топливная пеллета (Высокообогащённый америций-242)
hbm:item.rbmk_pellet_hea242:7, Топливная пеллета (Высокообогащённый америций-242)
hbm:item.rbmk_pellet_hea242:8, Топливная пеллета (Высокообогащённый америций-242)
hbm:item.rbmk_pellet_hea242:9, Топливная пеллета (Высокообогащённый америций-242)
hbm:item.rbmk_pellet_men:0, Топливная пеллета (Среднеобогащённый нептуний)
hbm:item.rbmk_pellet_men:1, Топливная пеллета (Среднеобогащённый нептуний)
hbm:item.rbmk_pellet_men:2, Топливная пеллета (Среднеобогащённый нептуний)
hbm:item.rbmk_pellet_men:3, Топливная пеллета (Среднеобогащённый нептуний)
hbm:item.rbmk_pellet_men:4, Топливная пеллета (Среднеобогащённый нептуний)
hbm:item.rbmk_pellet_men:5, Топливная пеллета (Среднеобогащённый нептуний)
hbm:item.rbmk_pellet_men:6, Топливная пеллета (Среднеобогащённый нептуний)
hbm:item.rbmk_pellet_men:7, Топливная пеллета (Среднеобогащённый нептуний)
hbm:item.rbmk_pellet_men:8, Топливная пеллета (Среднеобогащённый нептуний)
hbm:item.rbmk_pellet_men:9, Топливная пеллета (Среднеобогащённый нептуний)
hbm:item.rbmk_pellet_hen:0, Топливная пеллета (Высокообогащённый нептуний)
hbm:item.rbmk_pellet_hen:1, Топливная пеллета (Высокообогащённый нептуний)
hbm:item.rbmk_pellet_hen:2, Топливная пеллета (Высокообогащённый нептуний)
hbm:item.rbmk_pellet_hen:3, Топливная пеллета (Высокообогащённый нептуний)
hbm:item.rbmk_pellet_hen:4, Топливная пеллета (Высокообогащённый нептуний)
hbm:item.rbmk_pellet_hen:5, Топливная пеллета (Высокообогащённый нептуний)
hbm:item.rbmk_pellet_hen:6, Топливная пеллета (Высокообогащённый нептуний)
hbm:item.rbmk_pellet_hen:7, Топливная пеллета (Высокообогащённый нептуний)
hbm:item.rbmk_pellet_hen:8, Топливная пеллета (Высокообогащённый нептуний)
hbm:item.rbmk_pellet_hen:9, Топливная пеллета (Высокообогащённый нептуний)
hbm:item.rbmk_pellet_mox:0, Топливная пеллета (МОКС)
hbm:item.rbmk_pellet_mox:1, Топливная пеллета (МОКС)
hbm:item.rbmk_pellet_mox:2, Топливная пеллета (МОКС)
hbm:item.rbmk_pellet_mox:3, Топливная пеллета (МОКС)
hbm:item.rbmk_pellet_mox:4, Топливная пеллета (МОКС)
hbm:item.rbmk_pellet_mox:5, Топливная пеллета (МОКС)
hbm:item.rbmk_pellet_mox:6, Топливная пеллета (МОКС)
hbm:item.rbmk_pellet_mox:7, Топливная пеллета (МОКС)
hbm:item.rbmk_pellet_mox:8, Топливная пеллета (МОКС)
hbm:item.rbmk_pellet_mox:9, Топливная пеллета (МОКС)
hbm:item.rbmk_pellet_les:0, Топливная пеллета (Низкообогащённый шрабидий)
hbm:item.rbmk_pellet_les:1, Топливная пеллета (Низкообогащённый шрабидий)
hbm:item.rbmk_pellet_les:2, Топливная пеллета (Низкообогащённый шрабидий)
hbm:item.rbmk_pellet_les:3, Топливная пеллета (Низкообогащённый шрабидий)
hbm:item.rbmk_pellet_les:4, Топливная пеллета (Низкообогащённый шрабидий)
hbm:item.rbmk_pellet_les:5, Топливная пеллета (Низкообогащённый шрабидий)
hbm:item.rbmk_pellet_les:6, Топливная пеллета (Низкообогащённый шрабидий)
hbm:item.rbmk_pellet_les:7, Топливная пеллета (Низкообогащённый шрабидий)
hbm:item.rbmk_pellet_les:8, Топливная пеллета (Низкообогащённый шрабидий)
hbm:item.rbmk_pellet_les:9, Топливная пеллета (Низкообогащённый шрабидий)
hbm:item.rbmk_pellet_mes:0, Топливная пеллета (Среднеобогащённый шрабидий)
hbm:item.rbmk_pellet_mes:1, Топливная пеллета (Среднеобогащённый шрабидий)
